asin, yr, month, rating, yeshelpfulnessvotes, totalhelpfulnessvotes, wordcount, summaryreview, fullreview
B000CONLRI,2009,5,4.0,2,2,126,"Good Product","I just started using this product about 6 weeks ago. I got it from an MD's office and read all the literature included with the container. I found it to have a really good effect on my dry skin/minor wrinkles and I am middle aged. It has a hydrating effect, and if you get your regular rest and are not run-down or tired, it gives your skin a really nice, firmer texture. It's not a miracle drug; nothing is. I know that to effectively get rid of your wrinkles, you have to have some kind of deep peel, preferably the CO2 laser. I have used other products and like this one - I would definitely use it again. All products have the potential to cause allergies."
B000CONLRI,2009,3,1.0,2,2,80,disappointed,"I had purchased Prevage elsewhere. The product had worked very well. It had lightened some dark spots noticeably and also removed some fine wrinkles. When I started using the Prevage I got from Amazon the dark spots and wrinkles came back after about 3 weeks of using the product. I am not pleased at all with the results I got from the product. It seems to be totally different than the product I bought in the past (not from Amazon)"
B000CONLRI,2010,10,4.0,4,5,280,"Works For Me","My expectations for a skin cream are as follows:	1) Do no harm	2) Provide a positive cost to benefit ratio	3) Show benefits within a reasonable amount of time.....a month or two at most	4) Be pleasant to use. No strange medicinal smells nor oil slick texture	5) Must not attract insects or create skin eruptions		That said, this is pretty good stuff. It goes on easily, and it does help the tone and quality of the skin. I have not had an adverse reaction to it.		An earlier attempt at Retin A was a disaster. My face burned and became red and chapped. My dermatologist's advice was to stick it out. I caved (please refer to #s 1-5 as listed above). I am not a masochist....at least where my skin is involved.		I find much of the Olay Definity and Regenerist lines of products excellent but lately I've realized I needed something more....powerful. There are other options out there but Prevage MD works for me. I use it under my other creams. When I stopped using it my face did not look as smooth or even toned.		The negatives to this product are:	A) Some reviewers have reported reactions to the strength. Test before you try	B) The color is an odd yellow-brown when it comes out of the bottle but it goes on clear	C) The smell is sort of pukey but it doesn't make me actually puke and it doesn't linger long	D) There is only 1 fluid ounce in the bottle....this is not a lot of product		If you know of something better (please refer to #s 1-5 as listed above) please let me know."
B000F63TW0,2010,1,1.0,6,13,81,"Totally displeased.","I ran to the store to get this based on Amazon reviews. My skin is combination, prone to acne, and extremely resistant. I was told by my aesthtician that dermabrasion might be a good option. I tried this and it fell very flat on delivery. I've used <a href=""http://www.amazon.com/gp/product/B000ENU8PK"">Neutrogena Advanced Solutions MicroDermabrasion Body System</a> and St. Ives Apricot Scrub for Oily or Acne Prone Skin - 6 oz to much much better results. This didn't do a thing for my skin."
B000F63TW0,2011,8,3.0,0,3,30,"It's okay!","Any dull haze on my face is lifted. However, exfoliating can do the same thing. The unique point about this product is how soft my skin feels after using it."
B000F63TW0,2010,6,2.0,0,3,32,"Doesn't work.","i don't see any difference.  This is just a cleanser not a dermabrasion.  The peel activator doesn't work either, the only purpose of it is to remove the crystal on your face."
B000F63TW0,2006,1,5.0,10,21,122,"Love it :0)","I can't say enough about this product. I am in my early 30 and I have mild acne, with flare ups around the time I am due for my period. This product worked the first time I used it,clearing my skin up immediately. I use this in conjunction with neutrogena acne scrub and alpha hydrox cleanser..burt bees toner..purple bottle and philosophy microdelivery mini peel. I mask 2x a week using burts bees mask or neutrogena cleaner/mask for acne prone skin. I also use the loreal glycolic peel 2x a week...which totally rids scaring and redness and makes your skin super smooth...can't say enough about that product too :0).....drink lots of water...thats key to keeping skin souple and don't smoke those chokes :0)"
B000F63TW0,2012,0,5.0,0,4,53,"my face looks great!","i dont follow the direction that i cant use it more than 2 x a week,i use this every other day! hahah sorry but i love scrubbing my face,and i dont scrub it light,cause i want my skin to peel,now my skin is pinkish,and tighter.. my pimple dries quick even! i love this!"
B000F63TW0,2011,1,4.0,0,4,27,"Didn't foam","My skin feels softer and looks more ""glowy"" but there was no foam... I'm wondering if perhaps the product has expired, was damaged, or something like that."
B000F63TW0,2009,10,1.0,4,12,29,"Not Worth It","i have acne scarring on my skin and thought this might even it out. Nope. It irritated my skin. Save your money and go get microdermabrasion by a professional."
B000F63TW0,2011,10,5.0,1,7,58,"25 yr old girlfriend LOVES this","My girlfriend swears this is one of the best things she has tried for her face but I have no clue what it actually is or does. Feel free to give this product a try it will impress you for the low price compared to many other over priced alternatives and it was major brownie points for me."
B000F63TW0,2011,1,2.0,1,7,123,"Acme and Acme Scars beware","I bought this item due to its high positive review rate and I thought that I had used this product before. Apparently the Olay product I used was not this because I have horrible redness left after each useage which has been twice since buying this and each time it left me with the same result. My skin which was normal before was inflamed afterward and acme which I did not know was there before, suddenly appeared and left the entire area red and horribly noticeable. It also managed to pop open a few of my pimples which where nearly completely gone, leaving them red and irritated. If you have acme or possibly have acme I would not recommend this product to you."
B000F63TW0,2011,10,1.0,23,57,81,"Uh oh...","I really loved this product.  In fact, I have yet to find another scrub as good as this one.  But, I just found out that Olay still tests their products on animals.  I just think that there is no place for animal testing anymore.  Imagine the pain the animals went through when this scrub was applied.  So, I can't use this product, or ANY product from Olay until they change their policies.  Too bad.  Can anyone recommend a good scrub alternative?"
